reseña,calificación,fuente,nombre,fecha
increíble el paraíso que tiene león a disposición de su huéspedes la casita es maravillosa muy amplia literalmente es vivir dentro de la jungla el baño al aire libre es genial al igual que la terraza para observar colibríes aguties iguanas loros destacar la amabilidad de león que te explica las actividades para hacer en la zona y el trato hacia nosotros fue de 10 y por supuesto no podría faltar en esta reseña el desayuno que prepara con mucho amor una delicia,5,google_places_api,mar verde lodge,2026-03-29
don roy excelente persona y muy atento excelente la relación calidad precio tiene piscina sus habitaciones geniales para 2 personas cerca del centro de puerto viejo como a 10 minutos mucho están ubicadas en un lugar muy tranquilo,5,google_places_api,playa negra home s,2025-08-02
muy buen lugar para los que le gusta la tranquilidad de la naturaleza y espacar del estrés sin duda volvería,5,google_places_api,playa negra home s,2026-04-12
hermoso lugar empotrado prácticamente en el bosque sintiéndote parte de la naturaleza la habitación super limpia y ordenada agua caliente cuenta con una cocina aparte de uso común bastante completa también tiene una piscina pequeña fue un placer pasar unos días allí alejandra su dueña super atenta y amable con todo muchas gracias,5,google_places_api,cabinas kiamimi,2026-03-27
un lugar perfecto para visitar la zona de cahuita puerto viejo y manzanillo la dueña fue muy amable y nos ayudó muchísimo con nuestros planes de viaje las habitaciones son amplias hay agua caliente todo huele a muy limpio y hay una cocina equipada con todo alquilan bicicletas y la verdad es que nos vamos con ganas de quedarnos más días muchas gracias por todo,5,google_places_api,cabinas kiamimi,2021-12-22
la privacidad de la propiedad 10 10 muy limpio ubicación estratégica seguro y tranquilo la piscina agradable todo en muy buen estado lo recomendaría 100,5,google_places_api,cabinas relax puerto viejo,2023-10-12
una experiencia súper un trato y servicio excepcional 200 recomendado gracias,5,google_places_api,cabinas relax puerto viejo,2023-11-07
excelente lugar cerca de playas y establecimientos comerciales,5,google_places_api,cabinas relax puerto viejo,2023-11-07
excelente lugar cumple con todo,5,google_places_api,cabinas relax puerto viejo,2023-11-08
había pagado un airbnb pero no pude alojarme en el lugar por que no cumplía con parqueo dentro de las cabinas solo por fuera y no me pareció algo seguro asi que decidimos cancelar anya la dueña fue muy amable y servicial al final nos regreso nuestro dinero solamente uno de sus socios no me ha parecido tan amable y cortes como para aceptar criticas que podrían ayudarles a mejorar esos puntos de seguridad que considero que son importantes para una estadía tranquila por lo demas como su precio y lo que logre ver de sus instalaciones me parecía que hubiera sido una bonita experiencia,4,google_places_api,ola cabinas,2024-04-19
no tengo ningún comentario malo acerca de este lugar los huéspedes son personas maravillosas atentas a los detalles y a tu estadía pagas lo justo por el lugar es bastante espacioso todo es nuevo y súper cuidado la cama es muy cómoda la limpieza es excelente todo es muy bonito está a unos metros de la playa la caminada desde y hacia allá no es tan bonita porque el camino es de piedritas pero nada que no solucione un buen calzado o sandalias cómodas tiene muy cerca bancos y supermercado así como la parada del camión que va hacia sixaola limón o san josé,5,google_places_api,ola cabinas,2023-08-12
son bonitas peeeroo deben corregir ciertas situaciones no recomiendo hasta tanto no se corrijan,2,google_places_api,cabinas ebenezer,2026-05-05
me encanto la estadia y el trato de los administradores muy cerca de las playas y se puede caminar voy a volver apenas tenga vacaciones,5,google_places_api,cabinas ebenezer,2025-07-11
tuve una estadía agradable sin duda volvería y los precios cómodos que es lo más importante,5,google_places_api,cabinas ebenezer,2025-07-11
si el servicio al cliente es desagradable no me imagino la estadía gracias a dios no fuimos,2,google_places_api,cabinas ebenezer,2025-07-09
mi estadía fue simplemente buena al estar muy cerca del centro de puerto viejo facilita el acceso a restaurantes tiendas supermercados y playa el ambiente dentro del hospedaje es tranquilo y relajado el bullicio del centro no se siente lo que permite descansar sin interrupciones las instalaciones estaban limpias bien cuidadas y con detalles que hacen la diferencia don luis fue muy amable y siempre dispuesto a ayudar sin duda un lugar al que volvería y que recomendaría a cualquiera que busque comodidad buena ubicación y paz en medio del movimiento caribeño,5,google_places_api,cabinas la fonte de puerto viejo,2025-09-02
excelente lugar para hospedarse es mu limpio privado y hermoso en medio del bosque sin ruido y cerca de las playas,5,google_places_api,cabina luna negra puerto viejo,2025-06-30
muy bien,5,google_places_api,jaco bay luxurious condo 5min walk to beach amazing pool,2025-01-20
excelente sitio para venir y pasar muy buenas vacaciones el restaurante japonés del segundo piso es delicioso nos atendieron muy bien y la comida deliciosa vale la pena ir,5,google_places_api,clarita s beach resort,2026-04-02
el lugar es super lindo muy buena atención la piscina está super rica el lugar es super tranquilo mucha aves sombras y se presta para muchas actividades tipo fiestas de cumpleaños bodas tienen un deck gigante con juegos pool ping pong gimnasio y esta en el centro de jaco cerca de restaurantes y demás,5,google_places_api,kenny boutique hotel,2025-07-14
me gustó el lugar y la atención la habitación era cómoda y el lugar cuenta con piscina perfecta para el calor cerca de supermercados restaurantes y de la playa pero dentro de las instalaciones se siente mucha tranquilidad,5,google_places_api,kenny boutique hotel,2025-04-26
no esta mal pero no siguen sus propias reglas dicen que tienen horas para todo hasta para uso de piscina y descansar ya es tarde y aún tienen un escándalo los mismos huéspedes los administradores no llaman la atención uno se queja y tras de eso tiene el descaro de decir descansen con ese escándalo a la 1 am,2,google_places_api,hotel adventure lodge jacó,2024-10-20
excelente el servicio del personal muy atentos y serviciales las habitaciones e instalaciones muy limpias y bonitas lo recomiendo para ir en familia y la sala de juegos está muy bien acondicionado y con toda clase de juegos para los niños jóvenes y adultos un lugar muy bonito para hospedarse,5,google_places_api,hotel adventure lodge jacó,2024-07-13
muy limpio y tranquilo nuestra cabina estaba perfecta con ac y tv y buen internet el personal muy atento y amigable los desayunos son muy buenos además nos dejaron llevar a nuestra frenchie esta lejos del cakes del centro pero caminable al centro y la playa recomendado,5,google_places_api,hotel adventure lodge jacó,2022-01-02
el lugar es super bonito y también la habitación es rustica pero linda el baño es compartido y no hemos encontrado el agua caliente de todas formas una buena ducha fría ha sido ideal el inconveniente más gordo es la posición demasiado cerca de la carretera donde pasan muchísimos moto muy pero muy ruidoso que también con los tapones a las orejas se oyen como tenerlo en el cuarto y también el vecino del lado se ronca se oye como tenerlo en la misma cama es una lastima porqué es sitio es de todas formas bonito gracias por la noche y por avernos acojido pero no lo aconsejo por el tema del ruido,3,google_places_api,hostel rustico marabi,2025-12-08
excelente lugar súper recomendado para quienes busquen una experiencia tranquila y cómoda cerca de la playa se ven muchas lapas cerca del hostel la piscina queda perfecta hay muchos detalles en madera que sí hacen alusión al nombre hotel rústico si se hospedan acá seguro no se van a decepcionar perfecto para una escapada de fin de semana en pareja o familia disfrutamos mucho y los dueños están siempre súper atentos por si hay alguna duda,5,google_places_api,hostel rustico marabi,2025-10-07
hotel familiar con un buen servicio al cliente el lugar está en una parte de jacó donde es silencioso la piscina tiene un buen tamaño tiene parqueo las habitaciones tienen lo necesario para cocinar de ser necesario requiere de algún mantenimiento para mejorar la impresión pero en general es una buena experiencia,4,google_places_api,apartotel conchita playa jacó costa rica,2018-11-24
me encanto cabina completamente equipada desde una cuchara hasta aire acondicionado las piscinas muy bonitas tienen jacuzzi y zona para carne asada parqueo pequeño reglas estrictas con el ruido después de 10 am ideal para los niños pequeños cable wi fi a 50 mst del mar lo recomiendo,5,google_places_api,apartotel conchita playa jacó costa rica,2018-09-20
calidad a buen precio en jacó estamos acostumbrados a encontrar precios elevados en jacó sin embargo en apartotel conchita encontrarás habitaciones con a c equipadas con parqueo y piscina a muy buen precio con una atención personalizada y excelente servicio la experiencia en este lugar será agradable es especial para familias pues el ambiente es tranquilo es alejado del centro de jacó por lo que es ideal para tener tranquilidad no dude en reservar y pasar una estancia agradable,5,google_places_api,apartotel conchita playa jacó costa rica,2018-12-27
mala experiencia con la cabina que se nos alquiló pues no tenía aire acondicionado y una de las ventanas delanteras no cerraba el televisor tenía problemas de imagen en cuanto a la piscina tiene un buen tamaño pero lamentablemente no se limpia como debería ser y tiene un aspecto un poco desagradable una vez que se ve de cerca si se llegara a invertir en el lugar o remodelar tiene todo el potencial,1,google_places_api,cabinas jacó,2023-01-07
es un lugar muy económico tal cual para pasar una noche y listo debo decir que aunque las camas son muy muy duras el lugar estaba limpio tienes internet aire acondicionado y baño adentro así como estacionamiento fuera de cada habitación si lo que buscas es algo muy económico y limpio solo para pasar la noche ahí es,4,google_places_api,cabinas jacó,2024-02-02
